dtime,instrument,trade_price,trade_size,aggressor,rectime,exch_trade_id,nanos
2024-03-12 12:30:05.406514+00:00,SFRU24,95.185,1,buy,2024-03-12 12:30:05.415147+00:00,9169860,406514155
2024-03-12 12:30:05.566552+00:00,SFRU24,95.190,4,unknown,2024-03-12 12:30:05.575176+00:00,9169886,566552795
2024-03-12 12:30:05.567022+00:00,SFRU24,95.190,4,unknown,2024-03-12 12:30:05.575176+00:00,9169890,567022925
2024-03-12 12:30:05.577435+00:00,SFRU24,95.185,20,sell,2024-03-12 12:30:05.585123+00:00,9169902,577435683
2024-03-12 12:30:05.688268+00:00,SFRU24,95.195,25,unknown,2024-03-12 12:30:05.695621+00:00,9169919,688268109
2024-03-12 12:30:05.688268+00:00,SFRU24,95.200,13,unknown,2024-03-12 12:30:05.700636+00:00,9169933,688268109
2024-03-12 12:30:05.690210+00:00,SFRU24,95.205,40,unknown,2024-03-12 12:30:05.705595+00:00,9169958,690210951
2024-03-12 12:30:05.693726+00:00,SFRU24,95.200,5,sell,2024-03-12 12:30:05.710612+00:00,9169978,693726285
2024-03-12 12:30:05.693726+00:00,SFRU24,95.195,15,sell,2024-03-12 12:30:05.710612+00:00,9169981,693726285
2024-03-12 12:30:05.981710+00:00,SFRU24,95.195,44,sell,2024-03-12 12:30:05.990338+00:00,9170063,981710511
2024-03-12 12:30:06.264857+00:00,SFRU24,95.200,5,buy,2024-03-12 12:30:06.275284+00:00,9170124,264857885
2024-03-12 12:30:06.405731+00:00,SFRU24,95.200,9,sell,2024-03-12 12:30:06.415475+00:00,9170186,405731379
2024-03-12 12:30:06.406194+00:00,SFRU24,95.200,3,sell,2024-03-12 12:30:06.415475+00:00,9170190,406194021
2024-03-12 12:30:06.475261+00:00,SFRU24,95.200,1,sell,2024-03-12 12:30:06.485200+00:00,9170201,475261721
2024-03-12 12:30:06.500262+00:00,SFRU24,95.200,16,sell,2024-03-12 12:30:06.510071+00:00,9170204,500262291
2024-03-12 12:30:06.612054+00:00,SFRU24,95.200,2,sell,2024-03-12 12:30:06.620587+00:00,9170220,612054061
2024-03-12 12:30:06.612978+00:00,SFRU24,95.200,4,sell,2024-03-12 12:30:06.620587+00:00,9170228,612978753
2024-03-12 12:30:06.614870+00:00,SFRU24,95.200,5,sell,2024-03-12 12:30:06.620587+00:00,9170234,614870737
2024-03-12 12:30:06.615243+00:00,SFRU24,95.200,2,buy,2024-03-12 12:30:06.625552+00:00,9170236,615243355
2024-03-12 12:30:06.617674+00:00,SFRU24,95.195,430,sell,2024-03-12 12:30:06.625552+00:00,9170239,617674299
2024-03-12 12:30:06.617674+00:00,SFRU24,95.190,70,sell,2024-03-12 12:30:06.625552+00:00,9170248,617674299
2024-03-12 12:30:06.631205+00:00,SFRU24,95.200,25,buy,2024-03-12 12:30:06.640499+00:00,9170261,631205829
2024-03-12 12:30:06.712057+00:00,SFRU24,95.195,2,unknown,2024-03-12 12:30:06.725047+00:00,9170308,712057013
2024-03-12 12:30:06.712200+00:00,SFRU24,95.195,2,sell,2024-03-12 12:30:06.725047+00:00,9170316,712200027
2024-03-12 12:30:06.865556+00:00,SFRU24,95.190,53,unknown,2024-03-12 12:30:06.875414+00:00,9170393,865556009
2024-03-12 12:30:06.867119+00:00,SFRU24,95.190,3,sell,2024-03-12 12:30:06.875414+00:00,9170414,867119783
2024-03-12 12:30:06.868055+00:00,SFRU24,95.190,7,sell,2024-03-12 12:30:06.880043+00:00,9170419,868055203
2024-03-12 12:30:06.868151+00:00,SFRU24,95.190,6,sell,2024-03-12 12:30:06.880043+00:00,9170421,868151449
2024-03-12 12:30:06.868721+00:00,SFRU24,95.190,66,sell,2024-03-12 12:30:06.880043+00:00,9170422,868721857
2024-03-12 12:30:06.870104+00:00,SFRU24,95.190,6,sell,2024-03-12 12:30:06.880043+00:00,9170424,870104889
2024-03-12 12:30:06.871098+00:00,SFRU24,95.190,3,sell,2024-03-12 12:30:06.880043+00:00,9170425,871098947
2024-03-12 12:30:06.876044+00:00,SFRU24,95.185,1,buy,2024-03-12 12:30:06.885420+00:00,9170435,876044295
2024-03-12 12:30:06.876250+00:00,SFRU24,95.185,9,buy,2024-03-12 12:30:06.885420+00:00,9170437,876250589
2024-03-12 12:30:06.881853+00:00,SFRU24,95.185,3,unknown,2024-03-12 12:30:06.890118+00:00,9170446,881853221
2024-03-12 12:30:06.882218+00:00,SFRU24,95.185,6,unknown,2024-03-12 12:30:06.890118+00:00,9170450,882218773
2024-03-12 12:30:06.882631+00:00,SFRU24,95.185,10,buy,2024-03-12 12:30:06.890118+00:00,9170455,882631729
2024-03-12 12:30:06.882888+00:00,SFRU24,95.185,14,buy,2024-03-12 12:30:06.890118+00:00,9170458,882888633
2024-03-12 12:30:06.896876+00:00,SFRU24,95.185,2,buy,2024-03-12 12:30:06.905288+00:00,9170474,896876047
2024-03-12 12:30:06.902173+00:00,SFRU24,95.190,6,unknown,2024-03-12 12:30:06.910316+00:00,9170480,902173469
2024-03-12 12:30:07.238077+00:00,SFRU24,95.195,9,unknown,2024-03-12 12:30:07.255772+00:00,9170559,238077835
2024-03-12 12:30:07.239257+00:00,SFRU24,95.195,2,unknown,2024-03-12 12:30:07.255772+00:00,9170576,239257547
2024-03-12 12:30:07.353464+00:00,SFRU24,95.195,50,buy,2024-03-12 12:30:07.360330+00:00,9170689,353464499
2024-03-12 12:30:07.438694+00:00,SFRU24,95.195,80,buy,2024-03-12 12:30:07.444922+00:00,9170715,438694925
2024-03-12 12:30:07.446995+00:00,SFRU24,95.195,1,sell,2024-03-12 12:30:07.465050+00:00,9170769,446995501
2024-03-12 12:30:07.454617+00:00,SFRU24,95.195,10,unknown,2024-03-12 12:30:07.469906+00:00,9170786,454617445
2024-03-12 12:30:08.273161+00:00,SFRU24,95.190,48,unknown,2024-03-12 12:30:08.280303+00:00,9170910,273161675
2024-03-12 12:30:08.273161+00:00,SFRU24,95.185,16,unknown,2024-03-12 12:30:08.280303+00:00,9170917,273161675
2024-03-12 12:30:08.273976+00:00,SFRU24,95.195,10,buy,2024-03-12 12:30:08.285258+00:00,9170928,273976261
2024-03-12 12:30:08.504886+00:00,SFRU24,95.195,19,unknown,2024-03-12 12:30:08.510255+00:00,9170958,504886787
2024-03-12 12:30:08.504887+00:00,SFRU24,95.195,24,unknown,2024-03-12 12:30:08.515244+00:00,9170961,504887535
2024-03-12 12:30:08.505346+00:00,SFRU24,95.195,8,buy,2024-03-12 12:30:08.515244+00:00,9170965,505346957
2024-03-12 12:30:08.905039+00:00,SFRU24,95.200,5,unknown,2024-03-12 12:30:08.915481+00:00,9171025,905039353
2024-03-12 12:30:08.947848+00:00,SFRU24,95.195,56,unknown,2024-03-12 12:30:08.960271+00:00,9171064,947848629
2024-03-12 12:30:08.947848+00:00,SFRU24,95.190,44,unknown,2024-03-12 12:30:08.960271+00:00,9171096,947848629
2024-03-12 12:30:08.958094+00:00,SFRU24,95.190,3,unknown,2024-03-12 12:30:08.985034+00:00,9171261,958094757
2024-03-12 12:30:08.959283+00:00,SFRU24,95.190,9,unknown,2024-03-12 12:30:08.985034+00:00,9171267,959283225
2024-03-12 12:30:08.959443+00:00,SFRU24,95.190,13,unknown,2024-03-12 12:30:08.985034+00:00,9171270,959443441
2024-03-12 12:30:08.959983+00:00,SFRU24,95.190,6,unknown,2024-03-12 12:30:08.985034+00:00,9171273,959983937
2024-03-12 12:30:08.959983+00:00,SFRU24,95.185,2,unknown,2024-03-12 12:30:08.985034+00:00,9171276,959983937
2024-03-12 12:30:08.960232+00:00,SFRU24,95.185,15,unknown,2024-03-12 12:30:08.985034+00:00,9171280,960232853
2024-03-12 12:30:08.960892+00:00,SFRU24,95.185,7,unknown,2024-03-12 12:30:08.985034+00:00,9171285,960892635
2024-03-12 12:30:08.961049+00:00,SFRU24,95.185,6,unknown,2024-03-12 12:30:08.985034+00:00,9171288,961049453
2024-03-12 12:30:08.961049+00:00,SFRU24,95.180,5,unknown,2024-03-12 12:30:08.985034+00:00,9171293,961049453
2024-03-12 12:30:08.961622+00:00,SFRU24,95.180,5,unknown,2024-03-12 12:30:08.985034+00:00,9171297,961622013
2024-03-12 12:30:08.961994+00:00,SFRU24,95.180,13,unknown,2024-03-12 12:30:08.985239+00:00,9171311,961994285
2024-03-12 12:30:08.964341+00:00,SFRU24,95.175,3,unknown,2024-03-12 12:30:08.990153+00:00,9171331,964341635
2024-03-12 12:30:08.964975+00:00,SFRU24,95.175,8,unknown,2024-03-12 12:30:08.990153+00:00,9171342,964975573
2024-03-12 12:30:08.970276+00:00,SFRU24,95.190,9,sell,2024-03-12 12:30:09.000173+00:00,9171425,970276239
2024-03-12 12:30:08.970829+00:00,SFRU24,95.190,4,unknown,2024-03-12 12:30:09.000173+00:00,9171434,970829617
2024-03-12 12:30:08.971356+00:00,SFRU24,95.190,3,sell,2024-03-12 12:30:09.000173+00:00,9171441,971356883
2024-03-12 12:30:08.972027+00:00,SFRU24,95.190,3,sell,2024-03-12 12:30:09.000173+00:00,9171445,972027339
2024-03-12 12:30:08.972426+00:00,SFRU24,95.190,3,unknown,2024-03-12 12:30:09.000173+00:00,9171448,972426163
2024-03-12 12:30:08.973079+00:00,SFRU24,95.190,8,sell,2024-03-12 12:30:09.000173+00:00,9171462,973079187
2024-03-12 12:30:08.975176+00:00,SFRU24,95.175,10,unknown,2024-03-12 12:30:09.005189+00:00,9171512,975176111
2024-03-12 12:30:08.977850+00:00,SFRU24,95.185,18,sell,2024-03-12 12:30:09.005189+00:00,9171532,977850799
2024-03-12 12:30:08.980807+00:00,SFRU24,95.190,1,buy,2024-03-12 12:30:09.010136+00:00,9171554,980807857
2024-03-12 12:30:08.982299+00:00,SFRU24,95.185,2,unknown,2024-03-12 12:30:09.010136+00:00,9171571,982299691
2024-03-12 12:30:08.982402+00:00,SFRU24,95.185,1,unknown,2024-03-12 12:30:09.010136+00:00,9171576,982402215
2024-03-12 12:30:08.982444+00:00,SFRU24,95.185,3,unknown,2024-03-12 12:30:09.010136+00:00,9171580,982444991
2024-03-12 12:30:08.982488+00:00,SFRU24,95.185,1,unknown,2024-03-12 12:30:09.010136+00:00,9171583,982488361
2024-03-12 12:30:08.982662+00:00,SFRU24,95.185,6,unknown,2024-03-12 12:30:09.010279+00:00,9171586,982662979
2024-03-12 12:30:08.984167+00:00,SFRU24,95.180,3,unknown,2024-03-12 12:30:09.010279+00:00,9171597,984167177
2024-03-12 12:30:08.984424+00:00,SFRU24,95.180,1,unknown,2024-03-12 12:30:09.010279+00:00,9171606,984424063
2024-03-12 12:30:08.984567+00:00,SFRU24,95.180,1,unknown,2024-03-12 12:30:09.010279+00:00,9171612,984567769
2024-03-12 12:30:08.985516+00:00,SFRU24,95.190,3,buy,2024-03-12 12:30:09.015061+00:00,9171634,985516093
2024-03-12 12:30:08.987974+00:00,SFRU24,95.190,6,unknown,2024-03-12 12:30:09.020085+00:00,9171736,987974627
2024-03-12 12:30:08.990849+00:00,SFRU24,95.190,9,buy,2024-03-12 12:30:09.025147+00:00,9171757,990849839
2024-03-12 12:30:08.991110+00:00,SFRU24,95.190,4,unknown,2024-03-12 12:30:09.025147+00:00,9171759,991110987
2024-03-12 12:30:08.994513+00:00,SFRU24,95.190,4,unknown,2024-03-12 12:30:09.030037+00:00,9171796,994513045
2024-03-12 12:30:08.994821+00:00,SFRU24,95.185,4,sell,2024-03-12 12:30:09.030037+00:00,9171805,994821117
2024-03-12 12:30:08.996287+00:00,SFRU24,95.180,5,sell,2024-03-12 12:30:09.030037+00:00,9171822,996287971
2024-03-12 12:30:08.998060+00:00,SFRU24,95.190,1,buy,2024-03-12 12:30:09.030037+00:00,9171842,998060479
2024-03-12 12:30:08.999806+00:00,SFRU24,95.185,2,unknown,2024-03-12 12:30:09.035002+00:00,9171857,999806433
2024-03-12 12:30:09.003305+00:00,SFRU24,95.185,3,buy,2024-03-12 12:30:09.035002+00:00,9171876,3305563
2024-03-12 12:30:09.008030+00:00,SFRU24,95.185,1,buy,2024-03-12 12:30:09.045019+00:00,9171950,8030945
2024-03-12 12:30:09.010630+00:00,SFRU24,95.185,9,buy,2024-03-12 12:30:09.045019+00:00,9171978,10630841
2024-03-12 12:30:09.010630+00:00,SFRU24,95.190,1,buy,2024-03-12 12:30:09.045019+00:00,9171981,10630841
2024-03-12 12:30:09.011193+00:00,SFRU24,95.190,13,buy,2024-03-12 12:30:09.049919+00:00,9171993,11193685
2024-03-12 12:30:09.011193+00:00,SFRU24,95.185,12,buy,2024-03-12 12:30:09.049919+00:00,9171994,11193685
2024-03-12 12:30:09.013179+00:00,SFRU24,95.190,8,buy,2024-03-12 12:30:09.049919+00:00,9172007,13179475
2024-03-12 12:30:09.013179+00:00,SFRU24,95.185,7,buy,2024-03-12 12:30:09.049919+00:00,9172008,13179475
2024-03-12 12:30:09.013347+00:00,SFRU24,95.190,3,buy,2024-03-12 12:30:09.049919+00:00,9172022,13347757
2024-03-12 12:30:09.013347+00:00,SFRU24,95.185,3,buy,2024-03-12 12:30:09.049919+00:00,9172023,13347757
2024-03-12 12:30:09.018803+00:00,SFRU24,95.190,2,buy,2024-03-12 12:30:09.055844+00:00,9172065,18803227
2024-03-12 12:30:09.020932+00:00,SFRU24,95.185,1,sell,2024-03-12 12:30:09.060159+00:00,9172101,20932609
2024-03-12 12:30:09.020932+00:00,SFRU24,95.180,2,sell,2024-03-12 12:30:09.060159+00:00,9172104,20932609
2024-03-12 12:30:09.021618+00:00,SFRU24,95.180,22,sell,2024-03-12 12:30:09.060159+00:00,9172105,21618479
2024-03-12 12:30:09.023850+00:00,SFRU24,95.185,1,buy,2024-03-12 12:30:09.060159+00:00,9172127,23850617
2024-03-12 12:30:09.024171+00:00,SFRU24,95.185,2,unknown,2024-03-12 12:30:09.060159+00:00,9172132,24171913
2024-03-12 12:30:09.028813+00:00,SFRU24,95.185,7,buy,2024-03-12 12:30:09.065868+00:00,9172163,28813299
2024-03-12 12:30:09.035386+00:00,SFRU24,95.185,1,buy,2024-03-12 12:30:09.070096+00:00,9172188,35386699
2024-03-12 12:30:09.037328+00:00,SFRU24,95.185,13,buy,2024-03-12 12:30:09.070096+00:00,9172194,37328849
2024-03-12 12:30:09.037979+00:00,SFRU24,95.185,1,buy,2024-03-12 12:30:09.070096+00:00,9172195,37979875
2024-03-12 12:30:09.042869+00:00,SFRU24,95.180,3,sell,2024-03-12 12:30:09.075780+00:00,9172205,42869351
2024-03-12 12:30:09.043920+00:00,SFRU24,95.185,1,buy,2024-03-12 12:30:09.075780+00:00,9172212,43920891
2024-03-12 12:30:09.049448+00:00,SFRU24,95.185,1,buy,2024-03-12 12:30:09.080756+00:00,9172231,49448625
2024-03-12 12:30:09.053731+00:00,SFRU24,95.185,9,buy,2024-03-12 12:30:09.080756+00:00,9172241,53731927
2024-03-12 12:30:09.063167+00:00,SFRU24,95.185,1,buy,2024-03-12 12:30:09.090692+00:00,9172282,63167867
2024-03-12 12:30:09.077785+00:00,SFRU24,95.185,2,unknown,2024-03-12 12:30:09.095060+00:00,9172338,77785055
2024-03-12 12:30:09.077838+00:00,SFRU24,95.185,8,buy,2024-03-12 12:30:09.095060+00:00,9172340,77838581
2024-03-12 12:30:09.077892+00:00,SFRU24,95.185,1,buy,2024-03-12 12:30:09.095060+00:00,9172342,77892723
2024-03-12 12:30:09.077914+00:00,SFRU24,95.185,1,buy,2024-03-12 12:30:09.095060+00:00,9172344,77914493
2024-03-12 12:30:09.077932+00:00,SFRU24,95.185,3,unknown,2024-03-12 12:30:09.095060+00:00,9172347,77932235
2024-03-12 12:30:09.077977+00:00,SFRU24,95.185,9,buy,2024-03-12 12:30:09.095060+00:00,9172349,77977391
2024-03-12 12:30:09.078033+00:00,SFRU24,95.185,2,buy,2024-03-12 12:30:09.095060+00:00,9172351,78033893
2024-03-12 12:30:09.078361+00:00,SFRU24,95.185,1,buy,2024-03-12 12:30:09.095060+00:00,9172353,78361815
2024-03-12 12:30:09.079004+00:00,SFRU24,95.185,2,unknown,2024-03-12 12:30:09.095674+00:00,9172357,79004779
2024-03-12 12:30:09.080172+00:00,SFRU24,95.185,1,unknown,2024-03-12 12:30:09.095674+00:00,9172364,80172915
2024-03-12 12:30:09.083191+00:00,SFRU24,95.185,9,buy,2024-03-12 12:30:09.100679+00:00,9172373,83191641
2024-03-12 12:30:09.088046+00:00,SFRU24,95.185,7,buy,2024-03-12 12:30:09.104950+00:00,9172391,88046215
2024-03-12 12:30:09.089968+00:00,SFRU24,95.185,22,buy,2024-03-12 12:30:09.104950+00:00,9172394,89968783
2024-03-12 12:30:09.089974+00:00,SFRU24,95.185,3,buy,2024-03-12 12:30:09.104950+00:00,9172395,89974887
2024-03-12 12:30:09.094043+00:00,SFRU24,95.190,1,buy,2024-03-12 12:30:09.110646+00:00,9172418,94043965
2024-03-12 12:30:09.097014+00:00,SFRU24,95.185,5,buy,2024-03-12 12:30:09.110646+00:00,9172427,97014039
2024-03-12 12:30:09.097014+00:00,SFRU24,95.190,3,buy,2024-03-12 12:30:09.110646+00:00,9172428,97014039
2024-03-12 12:30:09.102287+00:00,SFRU24,95.190,8,buy,2024-03-12 12:30:09.115086+00:00,9172446,102287963
2024-03-12 12:30:09.104593+00:00,SFRU24,95.190,8,unknown,2024-03-12 12:30:09.115086+00:00,9172454,104593727
2024-03-12 12:30:09.108058+00:00,SFRU24,95.190,17,buy,2024-03-12 12:30:09.120606+00:00,9172465,108058239
2024-03-12 12:30:09.108058+00:00,SFRU24,95.195,6,buy,2024-03-12 12:30:09.120606+00:00,9172466,108058239
2024-03-12 12:30:09.114493+00:00,SFRU24,95.195,1,buy,2024-03-12 12:30:09.120606+00:00,9172479,114493251
2024-03-12 12:30:09.119768+00:00,SFRU24,95.190,12,buy,2024-03-12 12:30:09.125561+00:00,9172485,119768439
2024-03-12 12:30:09.233472+00:00,SFRU24,95.195,39,unknown,2024-03-12 12:30:09.240099+00:00,9172545,233472889
2024-03-12 12:30:09.796008+00:00,SFRU24,95.190,16,buy,2024-03-12 12:30:09.805558+00:00,9172702,796008117
2024-03-12 12:30:09.938451+00:00,SFRU24,95.195,5,buy,2024-03-12 12:30:09.945080+00:00,9172759,938451251
2024-03-12 12:30:10.066265+00:00,SFRU24,95.195,4,unknown,2024-03-12 12:30:10.075398+00:00,9172789,66265549
2024-03-12 12:30:10.102845+00:00,SFRU24,95.195,3,unknown,2024-03-12 12:30:10.110241+00:00,9172831,102845745
2024-03-12 12:30:10.132190+00:00,SFRU24,95.195,3,unknown,2024-03-12 12:30:10.140083+00:00,9172853,132190361
2024-03-12 12:30:10.184426+00:00,SFRU24,95.195,9,unknown,2024-03-12 12:30:10.189930+00:00,9172896,184426229
2024-03-12 12:30:10.203636+00:00,SFRU24,95.200,3,unknown,2024-03-12 12:30:10.209808+00:00,9172913,203636419
2024-03-12 12:30:10.205357+00:00,SFRU24,95.200,2,unknown,2024-03-12 12:30:10.215761+00:00,9172918,205357203
2024-03-12 12:30:10.210586+00:00,SFRU24,95.200,1,unknown,2024-03-12 12:30:10.219706+00:00,9172930,210586389
2024-03-12 12:30:10.226004+00:00,SFRU24,95.200,4,unknown,2024-03-12 12:30:10.234938+00:00,9172959,226004087
2024-03-12 12:30:10.248062+00:00,SFRU24,95.200,7,unknown,2024-03-12 12:30:10.255601+00:00,9172990,248062497
2024-03-12 12:30:10.251988+00:00,SFRU24,95.200,2,unknown,2024-03-12 12:30:10.260570+00:00,9173018,251988059
2024-03-12 12:30:10.260254+00:00,SFRU24,95.200,6,unknown,2024-03-12 12:30:10.270574+00:00,9173021,260254691
2024-03-12 12:30:10.260674+00:00,SFRU24,95.200,10,unknown,2024-03-12 12:30:10.270574+00:00,9173024,260674655
2024-03-12 12:30:10.271301+00:00,SFRU24,95.200,14,unknown,2024-03-12 12:30:10.280496+00:00,9173055,271301347
2024-03-12 12:30:10.272347+00:00,SFRU24,95.200,2,unknown,2024-03-12 12:30:10.280496+00:00,9173060,272347647
2024-03-12 12:30:10.288633+00:00,SFRU24,95.200,3,unknown,2024-03-12 12:30:10.295417+00:00,9173073,288633359
2024-03-12 12:30:10.289878+00:00,SFRU24,95.200,1,unknown,2024-03-12 12:30:10.300436+00:00,9173082,289878349
2024-03-12 12:30:10.293238+00:00,SFRU24,95.200,14,buy,2024-03-12 12:30:10.300436+00:00,9173089,293238935
2024-03-12 12:30:10.300354+00:00,SFRU24,95.200,12,sell,2024-03-12 12:30:10.315327+00:00,9173124,300354521
2024-03-12 12:30:10.416379+00:00,SFRU24,95.200,10,sell,2024-03-12 12:30:10.424957+00:00,9173148,416379231
2024-03-12 12:30:10.493881+00:00,SFRU24,95.195,41,sell,2024-03-12 12:30:10.505501+00:00,9173174,493881403
2024-03-12 12:30:10.495008+00:00,SFRU24,95.195,15,sell,2024-03-12 12:30:10.510489+00:00,9173177,495008069
2024-03-12 12:30:10.499530+00:00,SFRU24,95.195,2,buy,2024-03-12 12:30:10.515166+00:00,9173185,499530207
2024-03-12 12:30:10.499530+00:00,SFRU24,95.200,1,buy,2024-03-12 12:30:10.515166+00:00,9173186,499530207
2024-03-12 12:30:10.500546+00:00,SFRU24,95.190,2,sell,2024-03-12 12:30:10.515166+00:00,9173191,500546189
2024-03-12 12:30:10.502975+00:00,SFRU24,95.195,1,buy,2024-03-12 12:30:10.519412+00:00,9173192,502975215
2024-03-12 12:30:10.620995+00:00,SFRU24,95.195,32,sell,2024-03-12 12:30:10.644992+00:00,9173249,620995603
2024-03-12 12:30:10.621012+00:00,SFRU24,95.195,25,sell,2024-03-12 12:30:10.644992+00:00,9173253,621012001
2024-03-12 12:30:10.623323+00:00,SFRU24,95.200,1,unknown,2024-03-12 12:30:10.650223+00:00,9173263,623323907
2024-03-12 12:30:10.627831+00:00,SFRU24,95.195,18,sell,2024-03-12 12:30:10.660112+00:00,9173284,627831973
2024-03-12 12:30:10.796629+00:00,SFRU24,95.200,1,buy,2024-03-12 12:30:10.815158+00:00,9173463,796629475
2024-03-12 12:30:10.797969+00:00,SFRU24,95.200,3,buy,2024-03-12 12:30:10.815158+00:00,9173469,797969617
2024-03-12 12:30:10.802211+00:00,SFRU24,95.200,20,buy,2024-03-12 12:30:10.815158+00:00,9173478,802211869
2024-03-12 12:30:10.890072+00:00,SFRU24,95.205,17,buy,2024-03-12 12:30:10.900744+00:00,9173485,890072273
2024-03-12 12:30:11.246197+00:00,SFRU24,95.200,8,unknown,2024-03-12 12:30:11.255203+00:00,9173512,246197027
2024-03-12 12:30:11.968652+00:00,SFRU24,95.200,57,unknown,2024-03-12 12:30:11.975036+00:00,9173583,968652363
2024-03-12 12:30:12.003694+00:00,SFRU24,95.200,1,sell,2024-03-12 12:30:12.009850+00:00,9173607,3694973
2024-03-12 12:30:12.281724+00:00,SFRU24,95.205,22,buy,2024-03-12 12:30:12.290667+00:00,9173657,281724299
2024-03-12 12:30:12.281740+00:00,SFRU24,95.205,91,buy,2024-03-12 12:30:12.290667+00:00,9173659,281740255
2024-03-12 12:30:12.288146+00:00,SFRU24,95.210,1,buy,2024-03-12 12:30:12.300635+00:00,9173670,288146793
2024-03-12 12:30:12.793554+00:00,SFRU24,95.205,9,sell,2024-03-12 12:30:12.800441+00:00,9173717,793554553
2024-03-12 12:30:12.892043+00:00,SFRU24,95.200,48,unknown,2024-03-12 12:30:12.900057+00:00,9173758,892043491
2024-03-12 12:30:12.904663+00:00,SFRU24,95.200,10,unknown,2024-03-12 12:30:12.914858+00:00,9173792,904663021
2024-03-12 12:30:12.924428+00:00,SFRU24,95.200,9,sell,2024-03-12 12:30:12.934971+00:00,9173810,924428281
2024-03-12 12:30:12.941501+00:00,SFRU24,95.200,9,sell,2024-03-12 12:30:12.949781+00:00,9173811,941501947
2024-03-12 12:30:13.295745+00:00,SFRU24,95.205,23,buy,2024-03-12 12:30:13.305206+00:00,9173829,295745313
2024-03-12 12:30:13.309598+00:00,SFRU24,95.200,1,sell,2024-03-12 12:30:13.315180+00:00,9173834,309598949
2024-03-12 12:30:13.682908+00:00,SFRU24,95.200,68,sell,2024-03-12 12:30:13.690537+00:00,9173865,682908071
2024-03-12 12:30:13.824777+00:00,SFRU24,95.200,38,unknown,2024-03-12 12:30:13.835857+00:00,9173875,824777425
2024-03-12 12:30:14.252901+00:00,SFRU24,95.195,42,sell,2024-03-12 12:30:14.269995+00:00,9173889,252901193
2024-03-12 12:30:14.262555+00:00,SFRU24,95.195,6,buy,2024-03-12 12:30:14.275063+00:00,9173894,262555005
2024-03-12 12:30:14.262763+00:00,SFRU24,95.195,8,unknown,2024-03-12 12:30:14.275063+00:00,9173897,262763739
2024-03-12 12:30:14.264086+00:00,SFRU24,95.195,5,buy,2024-03-12 12:30:14.275063+00:00,9173900,264086391
2024-03-12 12:30:14.265467+00:00,SFRU24,95.195,13,unknown,2024-03-12 12:30:14.275063+00:00,9173903,265467313
2024-03-12 12:30:14.419340+00:00,SFRU24,95.200,53,unknown,2024-03-12 12:30:14.430315+00:00,9173930,419340479
2024-03-12 12:30:14.427963+00:00,SFRU24,95.205,1,buy,2024-03-12 12:30:14.450184+00:00,9173970,427963351
2024-03-12 12:30:14.437417+00:00,SFRU24,95.200,19,sell,2024-03-12 12:30:14.460232+00:00,9173978,437417607
2024-03-12 12:30:14.447102+00:00,SFRU24,95.200,15,sell,2024-03-12 12:30:14.465098+00:00,9173997,447102465
2024-03-12 12:30:14.660755+00:00,SFRU24,95.205,5,buy,2024-03-12 12:30:14.670217+00:00,9174025,660755819
2024-03-12 12:30:15.293870+00:00,SFRU24,95.200,3,sell,2024-03-12 12:30:15.305067+00:00,9174087,293870419
2024-03-12 12:30:15.294142+00:00,SFRU24,95.200,1,sell,2024-03-12 12:30:15.305067+00:00,9174088,294142185
2024-03-12 12:30:15.294772+00:00,SFRU24,95.200,1,sell,2024-03-12 12:30:15.305067+00:00,9174089,294772781
2024-03-12 12:30:15.294816+00:00,SFRU24,95.200,23,sell,2024-03-12 12:30:15.305067+00:00,9174090,294816709
2024-03-12 12:30:15.295366+00:00,SFRU24,95.200,34,sell,2024-03-12 12:30:15.305067+00:00,9174091,295366977
2024-03-12 12:30:15.891141+00:00,SFRU24,95.195,1,buy,2024-03-12 12:30:15.905747+00:00,9174144,891141611
2024-03-12 12:30:15.894637+00:00,SFRU24,95.195,6,unknown,2024-03-12 12:30:15.909841+00:00,9174155,894637937
2024-03-12 12:30:15.895980+00:00,SFRU24,95.195,22,buy,2024-03-12 12:30:15.909841+00:00,9174159,895980191
2024-03-12 12:30:15.911101+00:00,SFRU24,95.195,14,sell,2024-03-12 12:30:15.925686+00:00,9174172,911101857
2024-03-12 12:30:16.186181+00:00,SFRU24,95.195,13,unknown,2024-03-12 12:30:16.195521+00:00,9174197,186181689
2024-03-12 12:30:16.408497+00:00,SFRU24,95.195,36,unknown,2024-03-12 12:30:16.415520+00:00,9174214,408497503
2024-03-12 12:30:16.408497+00:00,SFRU24,95.200,66,unknown,2024-03-12 12:30:16.415520+00:00,9174217,408497503
2024-03-12 12:30:16.418227+00:00,SFRU24,95.195,7,sell,2024-03-12 12:30:16.430505+00:00,9174245,418227691
2024-03-12 12:30:16.418236+00:00,SFRU24,95.195,5,sell,2024-03-12 12:30:16.430505+00:00,9174246,418236389
2024-03-12 12:30:16.589404+00:00,SFRU24,95.200,2,buy,2024-03-12 12:30:16.595706+00:00,9174253,589404759
2024-03-12 12:30:16.946543+00:00,SFRU24,95.195,35,buy,2024-03-12 12:30:16.955157+00:00,9174262,946543459
2024-03-12 12:30:17.237004+00:00,SFRU24,95.190,3,sell,2024-03-12 12:30:17.245088+00:00,9174271,237004107
2024-03-12 12:30:17.237145+00:00,SFRU24,95.190,1,sell,2024-03-12 12:30:17.245088+00:00,9174272,237145239
